Ship_Name;MMSI;Origin_Port;Destination_Port;Draught;Length;Width;Congestion;Wind;Visibility;Arrival_Time;Crew_ETA
BIRTHE ESSBERGER    ;255806320;Antwerp;Felixstowe;5.6;99.0;17.0;0.0;2.24;10000.0;2026-05-07 14:02:24.186301894;{'Day': 28, 'Hour': 10, 'Minute': 0, 'Month': 5}
BIRTHE ESSBERGER    ;255806320;Antwerp;Felixstowe;5.6;99.0;17.0;0.0;2.24;10000.0;2026-05-07 14:05:11.199818428;{'Day': 28, 'Hour': 10, 'Minute': 0, 'Month': 5}
CHEMICAL SAILOR     ;249022000;Antwerp;Rotterdam;8.7;126.0;20.0;8.0;4.22;10000.0;2026-05-07 14:29:46.225048582;{'Day': 14, 'Hour': 18, 'Minute': 0, 'Month': 5}
MUSKETIER;244001312;Antwerp;Rotterdam;3.5;135.0;18.0;12.0;4.22;10000.0;2026-05-07 15:11:57.971119938;{'Day': 21, 'Hour': 19, 'Minute': 17, 'Month': 5}
MUSKETIER;244001312;Antwerp;Rotterdam;3.5;135.0;18.0;14.0;4.22;10000.0;2026-05-07 15:32:58.900762794;{'Day': 21, 'Hour': 19, 'Minute': 17, 'Month': 5}
MILANO;244690204;Antwerp;Rotterdam;3.0;135.0;12.0;15.0;4.22;10000.0;2026-05-07 21:31:15.858219277;{'Day': 26, 'Hour': 17, 'Minute': 21, 'Month': 5}
MSC MARIA PIA;354711000;Felixstowe;Antwerp;11.2;196.0;33.0;2.0;1.79;10000.0;2026-05-07 23:19:05.411089134;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
WILLEM SR.;244660725;Antwerp;Rotterdam;3.7;110.0;12.0;16.0;4.22;10000.0;2026-05-07 23:45:48.881786606;{'Day': 26, 'Hour': 18, 'Minute': 40, 'Month': 5}
MSC MARIA PIA;354711000;Antwerp;Felixstowe;11.2;196.0;33.0;0.0;2.24;10000.0;2026-05-07 23:53:40.059207705;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
MSC MARIA PIA;354711000;Felixstowe;Antwerp;11.2;196.0;33.0;6.0;1.79;10000.0;2026-05-08 00:19:26.306326401;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
MSC MARIA PIA;354711000;Antwerp;Felixstowe;11.2;196.0;33.0;0.0;2.24;10000.0;2026-05-08 00:32:40.685586800;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
MSC MARIA PIA;354711000;Felixstowe;Antwerp;11.2;196.0;33.0;3.0;1.79;10000.0;2026-05-08 01:04:14.869653010;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
MSC MARIA PIA;354711000;Antwerp;Felixstowe;11.2;196.0;33.0;0.0;2.24;10000.0;2026-05-08 01:34:15.947793198;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
MSC MARIA PIA;354711000;Antwerp;Felixstowe;11.2;196.0;33.0;0.0;2.24;10000.0;2026-05-08 01:44:53.413605956;{'Day': 28, 'Hour': 3, 'Minute': 30, 'Month': 5}
 DONGE;244002380;Antwerp;Rotterdam;0.0;105.0;12.0;19.0;4.22;10000.0;2026-05-08 02:12:43.436197096;{'Day': 23, 'Hour': 13, 'Minute': 7, 'Month': 5}
 DONGE;244002380;Antwerp;Rotterdam;0.0;105.0;12.0;23.0;4.22;10000.0;2026-05-08 02:33:50.314358812;{'Day': 23, 'Hour': 13, 'Minute': 7, 'Month': 5}
LIBERTAS;253242357;Antwerp;Rotterdam;1.6;110.0;12.0;20.0;4.22;10000.0;2026-05-08 02:54:34.345197915;{'Day': 22, 'Hour': 11, 'Minute': 56, 'Month': 5}
ORANJE NASSAU IV;269057072;Rotterdam;Antwerp;2.0;110.0;12.0;2.0;1.79;10000.0;2026-05-08 06:04:33.596374166;{'Day': 4, 'Hour': 13, 'Minute': 45, 'Month': 5}
TRANQUILO;244070504;Rotterdam;Antwerp;1.9;110.0;14.0;2.0;1.79;10000.0;2026-05-08 07:07:11.985200944;{'Day': 8, 'Hour': 6, 'Minute': 36, 'Month': 5}
ELISA-S;205530290;Antwerp;Rotterdam;3.3;135.0;18.0;21.0;4.22;10000.0;2026-05-08 17:16:13.294133231;{'Day': 11, 'Hour': 8, 'Minute': 43, 'Month': 5}
CGAS PANTHER;249362000;Antwerp;Rotterdam;5.5;100.0;18.0;21.0;4.22;10000.0;2026-05-08 17:22:54.335524113;{'Day': 18, 'Hour': 19, 'Minute': 30, 'Month': 5}
APL CALIFORNIA      ;248712000;Rotterdam;Antwerp;12.1;293.0;40.0;4.0;1.79;10000.0;2026-05-08 17:37:35.894350570;{'Day': 11, 'Hour': 8, 'Minute': 0, 'Month': 5}
MANTYRANO;205521690;Antwerp;Rotterdam;0.4;110.0;14.0;21.0;4.22;10000.0;2026-05-08 17:45:24.100567909;{'Day': 8, 'Hour': 7, 'Minute': 38, 'Month': 5}
APL CALIFORNIA      ;248712000;Rotterdam;Antwerp;12.1;293.0;40.0;6.0;1.79;10000.0;2026-05-08 17:56:29.162093741;{'Day': 11, 'Hour': 8, 'Minute': 0, 'Month': 5}
LILAC RAY           ;636019637;Antwerp;Rotterdam;5.6;149.0;24.0;21.0;4.22;10000.0;2026-05-08 18:03:27.835154480;{'Day': 15, 'Hour': 0, 'Minute': 1, 'Month': 5}
MANTYRANO;205521690;Antwerp;Rotterdam;0.4;110.0;14.0;10.0;4.22;10000.0;2026-05-08 18:50:24.392527248;{'Day': 8, 'Hour': 7, 'Minute': 38, 'Month': 5}
XANTHOS;205546090;Antwerp;Rotterdam;2.4;135.0;12.0;10.0;4.22;10000.0;2026-05-08 19:04:14.952075250;{'Day': 27, 'Hour': 21, 'Minute': 38, 'Month': 5}
APL CALIFORNIA      ;248712000;Rotterdam;Antwerp;12.1;293.0;40.0;1.0;1.79;10000.0;2026-05-08 19:44:47.575502928;{'Day': 11, 'Hour': 8, 'Minute': 0, 'Month': 5}
HANOI EXPRESS       ;211120000;Rotterdam;Hamburg;11.6;400.0;61.0;8.0;5.14;10000.0;2026-05-08 20:54:37.855732026;{'Day': 15, 'Hour': 14, 'Minute': 0, 'Month': 5}
HANOI EXPRESS       ;211120000;Rotterdam;Hamburg;11.6;400.0;61.0;16.0;5.14;10000.0;2026-05-08 21:24:35.430962742;{'Day': 15, 'Hour': 14, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;15.0;4.22;10000.0;2026-05-08 21:37:55.850040019;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
HANOI EXPRESS       ;211120000;Rotterdam;Hamburg;11.6;400.0;61.0;18.0;5.14;10000.0;2026-05-08 22:15:36.885618769;{'Day': 15, 'Hour': 14, 'Minute': 0, 'Month': 5}
BERNARD M;244000935;Antwerp;Rotterdam;4.7;135.0;19.0;21.0;4.22;10000.0;2026-05-08 22:39:13.219239089;{'Day': 26, 'Hour': 4, 'Minute': 22, 'Month': 5}
BERNARD M;244000935;Antwerp;Rotterdam;4.7;135.0;19.0;17.0;4.22;10000.0;2026-05-08 22:54:12.584767937;{'Day': 26, 'Hour': 4, 'Minute': 22, 'Month': 5}
COVANO;244660491;Antwerp;Rotterdam;2.0;135.0;17.0;17.0;4.22;10000.0;2026-05-08 22:54:45.292254976;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
BERNARD M;244000935;Antwerp;Rotterdam;4.7;135.0;19.0;17.0;4.22;10000.0;2026-05-08 23:00:12.154148148;{'Day': 26, 'Hour': 4, 'Minute': 22, 'Month': 5}
HANOI EXPRESS       ;211120000;Rotterdam;Hamburg;11.6;400.0;61.0;10.0;5.14;10000.0;2026-05-08 23:00:37.591819539;{'Day': 15, 'Hour': 14, 'Minute': 0, 'Month': 5}
COVANO;244660491;Antwerp;Rotterdam;2.0;135.0;17.0;17.0;4.22;10000.0;2026-05-08 23:06:46.757709327;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
COVANO;244660491;Rotterdam;Antwerp;2.0;135.0;17.0;7.0;1.79;10000.0;2026-05-08 23:21:30.122503625;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
BERNARD M;244000935;Antwerp;Rotterdam;4.7;135.0;19.0;20.0;4.22;10000.0;2026-05-08 23:45:11.939187285;{'Day': 26, 'Hour': 4, 'Minute': 22, 'Month': 5}
COVANO;244660491;Antwerp;Rotterdam;2.0;135.0;17.0;20.0;4.22;10000.0;2026-05-08 23:48:44.298714015;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Rotterdam;Antwerp;3.8;187.0;12.0;6.0;1.79;10000.0;2026-05-08 23:50:11.368529192;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
APL CALIFORNIA      ;248712000;Rotterdam;Antwerp;12.1;293.0;40.0;6.0;1.79;10000.0;2026-05-08 23:54:59.099479220;{'Day': 11, 'Hour': 8, 'Minute': 0, 'Month': 5}
APL CALIFORNIA      ;248712000;Antwerp;Rotterdam;12.1;293.0;40.0;20.0;4.22;10000.0;2026-05-08 23:58:51.728348925;{'Day': 11, 'Hour': 8, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;20.0;4.22;10000.0;2026-05-09 00:02:38.080959394;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Rotterdam;Antwerp;3.8;187.0;12.0;6.0;1.79;10000.0;2026-05-09 00:04:28.371653655;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;20.0;4.22;10000.0;2026-05-09 00:08:39.616295152;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
IVERNIA;244030198;Antwerp;Rotterdam;0.0;135.0;16.0;20.0;4.22;10000.0;2026-05-09 00:08:52.633858395;{'Day': 28, 'Hour': 10, 'Minute': 37, 'Month': 5}
USHUAIA;244660962;Rotterdam;Antwerp;3.8;187.0;12.0;6.0;1.79;10000.0;2026-05-09 00:08:59.111510296;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
MANTYRANO;205521690;Antwerp;Rotterdam;0.4;110.0;14.0;20.0;4.22;10000.0;2026-05-09 00:10:24.821059523;{'Day': 8, 'Hour': 7, 'Minute': 38, 'Month': 5}
APL CALIFORNIA      ;248712000;Antwerp;Rotterdam;12.1;293.0;40.0;22.0;4.22;10000.0;2026-05-09 00:16:51.725247769;{'Day': 11, 'Hour': 8, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;22.0;4.22;10000.0;2026-05-09 00:17:37.224048779;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Rotterdam;Antwerp;3.8;187.0;12.0;12.0;1.79;10000.0;2026-05-09 00:31:26.183681429;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;22.0;4.22;10000.0;2026-05-09 00:35:37.422439499;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;22.0;4.22;10000.0;2026-05-09 00:36:26.072790705;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
COVANO;244660491;Antwerp;Rotterdam;2.0;135.0;17.0;22.0;4.22;10000.0;2026-05-09 00:36:46.289016712;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Rotterdam;Antwerp;3.8;187.0;12.0;8.0;1.79;10000.0;2026-05-09 00:47:25.842226398;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;16.0;4.22;10000.0;2026-05-09 01:02:39.430250891;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;23.0;4.22;10000.0;2026-05-09 01:27:25.006251390;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
RIVER DRONE 7;205568190;Rotterdam;Antwerp;2.7;106.0;12.0;16.0;1.79;10000.0;2026-05-09 01:34:31.641994308;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;23.0;4.22;10000.0;2026-05-09 01:39:27.649730261;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
ATLANTIC PARTNER;244670809;Rotterdam;Antwerp;4.3;110.0;12.0;16.0;1.79;10000.0;2026-05-09 01:39:55.124520868;{'Day': 16, 'Hour': 0, 'Minute': 0, 'Month': 7}
ATLANTIC PARTNER;244670809;Antwerp;Rotterdam;4.3;110.0;12.0;23.0;4.22;10000.0;2026-05-09 01:41:29.976114872;{'Day': 16, 'Hour': 0, 'Minute': 0, 'Month': 7}
CAMARO;244650847;Antwerp;Rotterdam;3.0;188.0;22.0;23.0;4.22;10000.0;2026-05-09 01:41:31.833939976;{'Day': 7, 'Hour': 7, 'Minute': 56, 'Month': 5}
LILAC RAY           ;636019637;Antwerp;Rotterdam;5.6;149.0;24.0;22.0;4.22;10000.0;2026-05-09 01:48:27.835454307;{'Day': 15, 'Hour': 0, 'Minute': 1, 'Month': 5}
RIVER DRONE 7;205568190;Rotterdam;Antwerp;2.7;106.0;12.0;8.0;1.79;10000.0;2026-05-09 01:53:22.721599739;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;22.0;4.22;10000.0;2026-05-09 01:54:28.219054304;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Rotterdam;Antwerp;3.8;187.0;12.0;8.0;1.79;10000.0;2026-05-09 02:10:37.972286008;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
USHUAIA;244660962;Antwerp;Rotterdam;3.8;187.0;12.0;22.0;4.22;10000.0;2026-05-09 02:11:40.281122904;{'Day': 15, 'Hour': 15, 'Minute': 0, 'Month': 5}
IVERNIA;244030198;Antwerp;Rotterdam;0.0;135.0;16.0;22.0;4.22;10000.0;2026-05-09 02:11:54.012191703;{'Day': 28, 'Hour': 10, 'Minute': 37, 'Month': 5}
RIVER DRONE 7;205568190;Rotterdam;Antwerp;2.7;106.0;12.0;10.0;1.79;10000.0;2026-05-09 02:17:09.068872434;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
LILAC RAY           ;636019637;Antwerp;Rotterdam;5.6;149.0;24.0;18.0;4.22;10000.0;2026-05-09 02:24:27.829449236;{'Day': 15, 'Hour': 0, 'Minute': 1, 'Month': 5}
IVERNIA;244030198;Antwerp;Rotterdam;0.0;135.0;16.0;18.0;4.22;10000.0;2026-05-09 02:29:54.688529821;{'Day': 28, 'Hour': 10, 'Minute': 37, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;18.0;4.22;10000.0;2026-05-09 02:36:28.556795287;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
CGAS PANTHER;249362000;Rotterdam;Antwerp;5.5;100.0;18.0;10.0;1.79;10000.0;2026-05-09 02:42:59.263138698;{'Day': 18, 'Hour': 19, 'Minute': 30, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;13.0;4.22;10000.0;2026-05-09 02:51:27.273601221;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
PROVIDER;244002399;Antwerp;Rotterdam;1.6;110.0;14.0;13.0;4.22;10000.0;2026-05-09 03:06:12.471046702;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;21.0;4.22;10000.0;2026-05-09 03:33:25.021841462;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
ATLANTIC PARTNER;244670809;Antwerp;Rotterdam;4.3;110.0;12.0;21.0;4.22;10000.0;2026-05-09 03:38:38.479237487;{'Day': 16, 'Hour': 0, 'Minute': 0, 'Month': 7}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;21.0;4.22;10000.0;2026-05-09 03:39:29.013322294;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
ATLANTIC PARTNER;244670809;Antwerp;Rotterdam;4.3;110.0;12.0;20.0;4.22;10000.0;2026-05-09 03:47:29.168041790;{'Day': 16, 'Hour': 0, 'Minute': 0, 'Month': 7}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;20.0;4.22;10000.0;2026-05-09 03:57:26.007849130;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
RIVER DRONE 7;205568190;Antwerp;Rotterdam;2.7;106.0;12.0;20.0;4.22;10000.0;2026-05-09 04:03:25.042061341;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
COVANO;244660491;Antwerp;Rotterdam;2.0;135.0;17.0;21.0;4.22;10000.0;2026-05-09 04:49:22.944436839;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
H&S FAIRNESS;246822000;Felixstowe;Rotterdam;4.0;88.0;14.0;10.0;4.22;10000.0;2026-05-09 07:35:08.621478897;{'Day': 30, 'Hour': 8, 'Minute': 0, 'Month': 5}
STENA HOLLANDICA;244758000;Felixstowe;Rotterdam;6.1;240.0;32.0;15.0;4.22;10000.0;2026-05-09 09:20:12.393224704;{'Day': 27, 'Hour': 18, 'Minute': 0, 'Month': 5}
H&S FAIRNESS;246822000;Felixstowe;Rotterdam;4.0;88.0;14.0;7.0;4.22;10000.0;2026-05-09 10:32:08.519530671;{'Day': 30, 'Hour': 8, 'Minute': 0, 'Month': 5}
LUNNI               ;230690000;Antwerp;Rotterdam;9.3;156.0;24.0;10.0;4.22;10000.0;2026-05-09 10:57:37.404435077;{'Day': 27, 'Hour': 8, 'Minute': 0, 'Month': 5}
BOB ROSS;244001754;Antwerp;Rotterdam;3.8;135.0;18.0;10.0;4.22;10000.0;2026-05-09 11:10:29.497004831;{'Day': 27, 'Hour': 0, 'Minute': 6, 'Month': 5}
BOB ROSS;244001754;Antwerp;Rotterdam;3.8;135.0;18.0;12.0;4.22;10000.0;2026-05-09 12:25:31.390288315;{'Day': 27, 'Hour': 0, 'Minute': 6, 'Month': 5}
HENRIKA SCHULTE;563307900;Rotterdam;Antwerp;11.7;275.0;40.0;6.0;1.79;10000.0;2026-05-09 13:08:17.144564743;{'Day': 24, 'Hour': 2, 'Minute': 0, 'Month': 5}
PROVIDER;244002399;Antwerp;Rotterdam;1.6;110.0;14.0;15.0;4.22;10000.0;2026-05-09 15:54:09.137591886;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
IBN AL ABBAR        ;357286000;Hong;Busan;8.2;182.0;27.0;29.0;2.06;10000.0;2026-05-09 16:27:12.798162212;{'Day': 30, 'Hour': 7, 'Minute': 30, 'Month': 4}
INTERASIA TACTIC    ;563263100;Hong;Busan;9.6;204.0;35.0;29.0;2.06;10000.0;2026-05-09 16:44:44.755465974;{'Day': 26, 'Hour': 2, 'Minute': 0, 'Month': 5}
CMA CGM CARL ANTOINE;248030000;Hamburg;Antwerp;11.8;300.0;49.0;13.0;1.79;10000.0;2026-05-09 20:38:41.815147353;{'Day': 5, 'Hour': 23, 'Minute': 35, 'Month': 7}
MIAMI;269057010;Rotterdam;Antwerp;3.4;110.0;12.0;9.0;1.79;10000.0;2026-05-10 01:34:29.468931541;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
MAERSK CAP JERVIS   ;563052700;Singapore;Busan;11.9;264.0;32.0;11.0;2.06;10000.0;2026-05-10 02:10:15.921281212;{'Day': 19, 'Hour': 14, 'Minute': 45, 'Month': 5}
CMA CGM TOSCA;256824000;Rotterdam;Hamburg;11.7;334.0;43.0;11.0;5.14;10000.0;2026-05-10 04:00:28.765987295;{'Day': 5, 'Hour': 20, 'Minute': 30, 'Month': 9}
ELBWIND;210017000;Bremerhaven;Hamburg;6.7;151.0;23.0;9.0;5.14;10000.0;2026-05-10 06:47:51.358010978;{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 5}
BOCHEM ROTTERDAM    ;255915671;Rotterdam;Hamburg;8.1;159.0;27.0;8.0;5.14;10000.0;2026-05-10 09:30:52.408392842;{'Day': 10, 'Hour': 3, 'Minute': 0, 'Month': 5}
MERVE;211236200;Rotterdam;Antwerp;1.6;125.0;12.0;6.0;1.79;10000.0;2026-05-10 09:31:17.937075432;{'Day': 20, 'Hour': 4, 'Minute': 48, 'Month': 5}
ELBWIND;210017000;Hamburg;Bremerhaven;6.7;151.0;23.0;9.0;7.09;6188.0;2026-05-10 09:50:22.197114963;{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 5}
ELBWIND;210017000;Hamburg;Bremerhaven;6.7;151.0;23.0;9.0;7.09;6188.0;2026-05-10 10:08:21.102506353;{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 5}
SOMTRANS XXII;244650777;Antwerp;Rotterdam;2.8;88.0;12.0;11.0;4.22;10000.0;2026-05-10 10:08:46.417261439;{'Day': 13, 'Hour': 8, 'Minute': 8, 'Month': 4}
ELBWIND;210017000;Bremerhaven;Rotterdam;6.7;151.0;23.0;13.0;4.22;10000.0;2026-05-10 10:23:09.583587526;{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 5}
ELBWIND;210017000;Rotterdam;Bremerhaven;6.7;151.0;23.0;5.0;7.09;6188.0;2026-05-10 10:23:22.639425533;{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 5}
MAERSK NOTODDEN     ;352005901;Hong;Busan;6.8;172.0;32.0;24.0;2.06;10000.0;2026-05-10 12:36:17.883335181;{'Day': 26, 'Hour': 3, 'Minute': 30, 'Month': 5}
H&S FAIRNESS;246822000;Felixstowe;Rotterdam;4.0;88.0;14.0;6.0;4.22;10000.0;2026-05-10 13:56:09.840691245;{'Day': 30, 'Hour': 8, 'Minute': 0, 'Month': 5}
ELBWAVE;209276000;Bremerhaven;Hamburg;8.0;153.0;24.0;14.0;5.14;10000.0;2026-05-10 17:58:24.787328062;{'Day': 19, 'Hour': 13, 'Minute': 0, 'Month': 5}
BANCO               ;205505590;Antwerp;Rotterdam;3.9;110.0;12.0;11.0;4.22;10000.0;2026-05-10 23:38:26.396527711;{'Day': 24, 'Hour': 7, 'Minute': 53, 'Month': 5}
MARBURG             ;305978000;Bremerhaven;Hamburg;8.1;158.0;23.0;22.0;5.14;10000.0;2026-05-11 05:07:06.096532753;{'Day': 19, 'Hour': 4, 'Minute': 0, 'Month': 5}
SAMOON;244180624;Rotterdam;Antwerp;2.6;110.0;12.0;7.0;1.79;10000.0;2026-05-11 05:42:15.075008636;{'Day': 28, 'Hour': 6, 'Minute': 11, 'Month': 5}
CMA CGM SORBONNE;228038360;Hamburg;Antwerp;13.9;400.0;62.0;8.0;1.79;10000.0;2026-05-11 09:19:45.174977609;{'Day': 1, 'Hour': 2, 'Minute': 0, 'Month': 5}
HENRIKA SCHULTE;563307900;Antwerp;Bremerhaven;11.7;275.0;40.0;1.0;7.09;6188.0;2026-05-11 09:56:48.891045235;{'Day': 24, 'Hour': 2, 'Minute': 0, 'Month': 5}
BALANCE;244620935;Rotterdam;Antwerp;0.0;135.0;12.0;1.0;1.79;10000.0;2026-05-11 14:58:51.720189639;{'Day': 24, 'Hour': 12, 'Minute': 58, 'Month': 5}
BENTAYGA;205562190;Antwerp;Rotterdam;3.8;135.0;12.0;18.0;4.22;10000.0;2026-05-11 17:14:18.054653413;{'Day': 21, 'Hour': 4, 'Minute': 11, 'Month': 4}
JASMAR              ;211516560;Rotterdam;Bremerhaven;2.4;106.0;11.0;5.0;7.09;6188.0;2026-05-11 17:51:21.957712813;{'Day': 10, 'Hour': 14, 'Minute': 49, 'Month': 5}
MSC DOLETTE         ;636024940;Rotterdam;Hamburg;11.8;366.0;51.0;11.0;5.14;10000.0;2026-05-18 11:27:00.018185266;{'Day': 24, 'Hour': 19, 'Minute': 0, 'Month': 6}
NIEDERSACHSEN 9;211473580;Rotterdam;Hamburg;2.5;85.0;9.0;11.0;5.14;10000.0;2026-05-18 11:27:01.167046185;{'Day': 9, 'Hour': 20, 'Minute': 0, 'Month': 4}
DORNBUSCH;211234480;Hamburg;Rotterdam;4.6;101.0;18.0;18.0;4.22;10000.0;2026-05-18 11:27:01.848419788;{'Day': 7, 'Hour': 23, 'Minute': 59, 'Month': 5}
MS JUTLAND          ;211718360;Rotterdam;Hamburg;4.8;90.0;13.0;11.0;5.14;10000.0;2026-05-18 11:27:05.135890035;{'Day': 23, 'Hour': 21, 'Minute': 0, 'Month': 5}
MSC ADELE           ;636025331;Rotterdam;Le;11.4;335.0;46.0;3.0;;;2026-05-18 11:27:06.884148577;{'Day': 21, 'Hour': 5, 'Minute': 0, 'Month': 5}
TWAITE;253242489;Rotterdam;Antwerp;2.7;106.0;12.0;13.0;1.79;10000.0;2026-05-18 11:27:07.326120058;{'Day': 27, 'Hour': 23, 'Minute': 50, 'Month': 5}
CONQUEST;269057005;Rotterdam;Antwerp;2.0;125.0;12.0;13.0;1.79;10000.0;2026-05-18 11:27:11.585093950;{'Day': 18, 'Hour': 5, 'Minute': 30, 'Month': 4}
BANGKOK EXPRESS     ;211108330;Rotterdam;Hamburg;10.7;400.0;61.0;11.0;5.14;10000.0;2026-05-18 11:27:13.565662266;{'Day': 22, 'Hour': 10, 'Minute': 0, 'Month': 5}
ELBE                ;244532000;Hamburg;Rotterdam;4.6;59.0;12.0;18.0;4.22;10000.0;2026-05-18 11:27:14.545940415;{'Day': 12, 'Hour': 9, 'Minute': 0, 'Month': 5}
GSL CHRISTEL ELISABE;636015685;Hamburg;New;13.2;277.0;40.0;2.0;;;2026-05-18 11:27:26.143082448;{'Day': 6, 'Hour': 16, 'Minute': 30, 'Month': 5}
NAUSICAA            ;205388690;Antwerp;Rotterdam;1.0;110.0;12.0;18.0;4.22;10000.0;2026-05-18 11:27:35.367087075;{'Day': 19, 'Hour': 16, 'Minute': 58, 'Month': 5}
MYRIAM;244375332;Antwerp;Rotterdam;1.4;135.0;18.0;18.0;4.22;10000.0;2026-05-18 11:27:38.019089582;{'Day': 27, 'Hour': 17, 'Minute': 46, 'Month': 5}
VEENINGEN           ;244630651;Rotterdam;Antwerp;3.7;110.0;14.0;13.0;1.79;10000.0;2026-05-18 11:27:38.720465767;{'Day': 30, 'Hour': 8, 'Minute': 52, 'Month': 5}
VERANO;205435990;Antwerp;Rotterdam;0.0;125.0;11.0;18.0;4.22;10000.0;2026-05-18 11:27:42.588143458;{'Day': 16, 'Hour': 18, 'Minute': 23, 'Month': 4}
SOLITAS-H           ;255916285;Rotterdam;Hamburg;5.4;89.0;12.0;11.0;5.14;10000.0;2026-05-18 11:27:51.270893221;{'Day': 22, 'Hour': 17, 'Minute': 0, 'Month': 5}
MAXINE DEYMANN;211131790;Rotterdam;Antwerp;2.1;135.0;18.0;13.0;1.79;10000.0;2026-05-18 11:27:52.042285743;{'Day': 24, 'Hour': 9, 'Minute': 0, 'Month': 5}
CMA CGM FIDELIO;229808000;Le;New;13.5;349.0;42.0;2.0;;;2026-05-18 11:27:57.290969127;{'Day': 16, 'Hour': 18, 'Minute': 0, 'Month': 5}
